id,file,title,teaches,foundation,family
F03-0163,F03_0163.jpg,接合面積 · 松木20mm 163,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0164,F03_0164.jpg,力流 · 山毛櫸移動 164,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0165,F03_0165.jpg,試驗次數 · 胡桃色重 165,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0166,F03_0166.jpg,年輪與受力 · 端紋封油 166,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0167,F03_0167.jpg,含水率 · 徑切 vs 弦切 167,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0168,F03_0168.jpg,接合面積 · 節疤避開受拉 168,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0169,F03_0169.jpg,力流 · 層積順紋 169,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0170,F03_0170.jpg,試驗次數 · 指接接頭 170,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0171,F03_0171.jpg,年輪與受力 · 圓榫 H7 171,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0172,F03_0172.jpg,含水率 · Domino 172,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0173,F03_0173.jpg,接合面積 · 螺紋牙對橫紋 173,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0174,F03_0174.jpg,力流 · 軸承鎖 174,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0175,F03_0175.jpg,試驗次數 · 牆扣路徑 175,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0176,F03_0176.jpg,年輪與受力 · 前舌不懸臂 176,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0177,F03_0177.jpg,含水率 · 花座傾覆 177,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0178,F03_0178.jpg,接合面積 · 抽板偏載 178,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0179,F03_0179.jpg,力流 · 盆底32 179,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0180,F03_0180.jpg,試驗次數 · 扶手根45 180,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0181,F03_0181.jpg,年輪與受力 · 白橡導管 181,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0182,F03_0182.jpg,含水率 · 橡膠木均質 182,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0183,F03_0183.jpg,接合面積 · 松木20mm 183,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0184,F03_0184.jpg,力流 · 山毛櫸移動 184,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0185,F03_0185.jpg,試驗次數 · 胡桃色重 185,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0186,F03_0186.jpg,年輪與受力 · 端紋封油 186,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0187,F03_0187.jpg,含水率 · 徑切 vs 弦切 187,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0188,F03_0188.jpg,接合面積 · 節疤避開受拉 188,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0189,F03_0189.jpg,力流 · 層積順紋 189,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0190,F03_0190.jpg,試驗次數 · 指接接頭 190,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0191,F03_0191.jpg,年輪與受力 · 圓榫 H7 191,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0192,F03_0192.jpg,含水率 · Domino 192,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0193,F03_0193.jpg,接合面積 · 螺紋牙對橫紋 193,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0194,F03_0194.jpg,力流 · 軸承鎖 194,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0195,F03_0195.jpg,試驗次數 · 牆扣路徑 195,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0196,F03_0196.jpg,年輪與受力 · 前舌不懸臂 196,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0197,F03_0197.jpg,含水率 · 花座傾覆 197,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0198,F03_0198.jpg,接合面積 · 抽板偏載 198,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0199,F03_0199.jpg,力流 · 盆底32 199,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0200,F03_0200.jpg,試驗次數 · 扶手根45 200,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0201,F03_0201.jpg,年輪與受力 · 白橡導管 201,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0202,F03_0202.jpg,含水率 · 橡膠木均質 202,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0203,F03_0203.jpg,接合面積 · 松木20mm 203,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0204,F03_0204.jpg,力流 · 山毛櫸移動 204,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0205,F03_0205.jpg,試驗次數 · 胡桃色重 205,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0206,F03_0206.jpg,年輪與受力 · 端紋封油 206,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0207,F03_0207.jpg,含水率 · 徑切 vs 弦切 207,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0208,F03_0208.jpg,接合面積 · 節疤避開受拉 208,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0209,F03_0209.jpg,力流 · 層積順紋 209,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0210,F03_0210.jpg,試驗次數 · 指接接頭 210,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0211,F03_0211.jpg,年輪與受力 · 圓榫 H7 211,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0212,F03_0212.jpg,含水率 · Domino 212,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0213,F03_0213.jpg,接合面積 · 螺紋牙對橫紋 213,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0214,F03_0214.jpg,力流 · 軸承鎖 214,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0215,F03_0215.jpg,試驗次數 · 牆扣路徑 215,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0216,F03_0216.jpg,年輪與受力 · 前舌不懸臂 216,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0217,F03_0217.jpg,含水率 · 花座傾覆 217,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0218,F03_0218.jpg,接合面積 · 抽板偏載 218,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0219,F03_0219.jpg,力流 · 盆底32 219,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0220,F03_0220.jpg,試驗次數 · 扶手根45 220,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0221,F03_0221.jpg,年輪與受力 · 白橡導管 221,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0222,F03_0222.jpg,含水率 · 橡膠木均質 222,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0223,F03_0223.jpg,接合面積 · 松木20mm 223,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0224,F03_0224.jpg,力流 · 山毛櫸移動 224,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0225,F03_0225.jpg,試驗次數 · 胡桃色重 225,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0226,F03_0226.jpg,年輪與受力 · 端紋封油 226,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0227,F03_0227.jpg,含水率 · 徑切 vs 弦切 227,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0228,F03_0228.jpg,接合面積 · 節疤避開受拉 228,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0229,F03_0229.jpg,力流 · 層積順紋 229,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0230,F03_0230.jpg,試驗次數 · 指接接頭 230,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0231,F03_0231.jpg,年輪與受力 · 圓榫 H7 231,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0232,F03_0232.jpg,含水率 · Domino 232,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0233,F03_0233.jpg,接合面積 · 螺紋牙對橫紋 233,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0234,F03_0234.jpg,力流 · 軸承鎖 234,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0235,F03_0235.jpg,試驗次數 · 牆扣路徑 235,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0236,F03_0236.jpg,年輪與受力 · 前舌不懸臂 236,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0237,F03_0237.jpg,含水率 · 花座傾覆 237,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0238,F03_0238.jpg,接合面積 · 抽板偏載 238,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0239,F03_0239.jpg,力流 · 盆底32 239,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0240,F03_0240.jpg,試驗次數 · 扶手根45 240,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0241,F03_0241.jpg,年輪與受力 · 白橡導管 241,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0242,F03_0242.jpg,含水率 · 橡膠木均質 242,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0243,F03_0243.jpg,接合面積 · 松木20mm 243,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0244,F03_0244.jpg,力流 · 山毛櫸移動 244,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0245,F03_0245.jpg,試驗次數 · 胡桃色重 245,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0246,F03_0246.jpg,年輪與受力 · 端紋封油 246,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0247,F03_0247.jpg,含水率 · 徑切 vs 弦切 247,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0248,F03_0248.jpg,接合面積 · 節疤避開受拉 248,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0249,F03_0249.jpg,力流 · 層積順紋 249,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0250,F03_0250.jpg,試驗次數 · 指接接頭 250,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0251,F03_0251.jpg,年輪與受力 · 圓榫 H7 251,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0252,F03_0252.jpg,含水率 · Domino 252,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0253,F03_0253.jpg,接合面積 · 螺紋牙對橫紋 253,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0254,F03_0254.jpg,力流 · 軸承鎖 254,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0255,F03_0255.jpg,試驗次數 · 牆扣路徑 255,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0256,F03_0256.jpg,年輪與受力 · 前舌不懸臂 256,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0257,F03_0257.jpg,含水率 · 花座傾覆 257,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0258,F03_0258.jpg,接合面積 · 抽板偏載 258,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0259,F03_0259.jpg,力流 · 盆底32 259,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0260,F03_0260.jpg,試驗次數 · 扶手根45 260,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0261,F03_0261.jpg,年輪與受力 · 白橡導管 261,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0262,F03_0262.jpg,含水率 · 橡膠木均質 262,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0263,F03_0263.jpg,接合面積 · 松木20mm 263,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0264,F03_0264.jpg,力流 · 山毛櫸移動 264,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0265,F03_0265.jpg,試驗次數 · 胡桃色重 265,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0266,F03_0266.jpg,年輪與受力 · 端紋封油 266,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0267,F03_0267.jpg,含水率 · 徑切 vs 弦切 267,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0268,F03_0268.jpg,接合面積 · 節疤避開受拉 268,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0269,F03_0269.jpg,力流 · 層積順紋 269,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0270,F03_0270.jpg,試驗次數 · 指接接頭 270,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0271,F03_0271.jpg,年輪與受力 · 圓榫 H7 271,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0272,F03_0272.jpg,含水率 · Domino 272,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0273,F03_0273.jpg,接合面積 · 螺紋牙對橫紋 273,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0274,F03_0274.jpg,力流 · 軸承鎖 274,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0275,F03_0275.jpg,試驗次數 · 牆扣路徑 275,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0276,F03_0276.jpg,年輪與受力 · 前舌不懸臂 276,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0277,F03_0277.jpg,含水率 · 花座傾覆 277,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0278,F03_0278.jpg,接合面積 · 抽板偏載 278,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0279,F03_0279.jpg,力流 · 盆底32 279,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0280,F03_0280.jpg,試驗次數 · 扶手根45 280,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0281,F03_0281.jpg,年輪與受力 · 白橡導管 281,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0282,F03_0282.jpg,含水率 · 橡膠木均質 282,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0283,F03_0283.jpg,接合面積 · 松木20mm 283,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0284,F03_0284.jpg,力流 · 山毛櫸移動 284,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0285,F03_0285.jpg,試驗次數 · 胡桃色重 285,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0286,F03_0286.jpg,年輪與受力 · 端紋封油 286,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0287,F03_0287.jpg,含水率 · 徑切 vs 弦切 287,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0288,F03_0288.jpg,接合面積 · 節疤避開受拉 288,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0289,F03_0289.jpg,力流 · 層積順紋 289,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0290,F03_0290.jpg,試驗次數 · 指接接頭 290,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0291,F03_0291.jpg,年輪與受力 · 圓榫 H7 291,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0292,F03_0292.jpg,含水率 · Domino 292,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0293,F03_0293.jpg,接合面積 · 螺紋牙對橫紋 293,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0294,F03_0294.jpg,力流 · 軸承鎖 294,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0295,F03_0295.jpg,試驗次數 · 牆扣路徑 295,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0296,F03_0296.jpg,年輪與受力 · 前舌不懸臂 296,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0297,F03_0297.jpg,含水率 · 花座傾覆 297,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0298,F03_0298.jpg,接合面積 · 抽板偏載 298,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0299,F03_0299.jpg,力流 · 盆底32 299,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0300,F03_0300.jpg,試驗次數 · 扶手根45 300,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0301,F03_0301.jpg,年輪與受力 · 白橡導管 301,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0302,F03_0302.jpg,含水率 · 橡膠木均質 302,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0303,F03_0303.jpg,接合面積 · 松木20mm 303,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0304,F03_0304.jpg,力流 · 山毛櫸移動 304,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0305,F03_0305.jpg,試驗次數 · 胡桃色重 305,家具有自己的循環，不是大樓規範。 胡桃色重,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0306,F03_0306.jpg,年輪與受力 · 端紋封油 306,力順著紋走，橫紋是弱向。 端紋封油,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0307,F03_0307.jpg,含水率 · 徑切 vs 弦切 307,8-12% 對應室內平衡含水，不是隨便寫。 徑切 vs 弦切,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0308,F03_0308.jpg,接合面積 · 節疤避開受拉 308,膠線與榫肩才是節點，釘子只是夾緊。 節疤避開受拉,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0309,F03_0309.jpg,力流 · 層積順紋 309,進、出、最窄。斷在最窄。 層積順紋,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0310,F03_0310.jpg,試驗次數 · 指接接頭 310,家具有自己的循環，不是大樓規範。 指接接頭,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0311,F03_0311.jpg,年輪與受力 · 圓榫 H7 311,力順著紋走，橫紋是弱向。 圓榫 H7,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0312,F03_0312.jpg,含水率 · Domino 312,8-12% 對應室內平衡含水，不是隨便寫。 Domino,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0313,F03_0313.jpg,接合面積 · 螺紋牙對橫紋 313,膠線與榫肩才是節點，釘子只是夾緊。 螺紋牙對橫紋,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0314,F03_0314.jpg,力流 · 軸承鎖 314,進、出、最窄。斷在最窄。 軸承鎖,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0315,F03_0315.jpg,試驗次數 · 牆扣路徑 315,家具有自己的循環，不是大樓規範。 牆扣路徑,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0316,F03_0316.jpg,年輪與受力 · 前舌不懸臂 316,力順著紋走，橫紋是弱向。 前舌不懸臂,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0317,F03_0317.jpg,含水率 · 花座傾覆 317,8-12% 對應室內平衡含水，不是隨便寫。 花座傾覆,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0318,F03_0318.jpg,接合面積 · 抽板偏載 318,膠線與榫肩才是節點，釘子只是夾緊。 抽板偏載,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0319,F03_0319.jpg,力流 · 盆底32 319,進、出、最窄。斷在最窄。 盆底32,Hibbeler Mechanics of Materials / Gordon Structures,load
F03-0320,F03_0320.jpg,試驗次數 · 扶手根45 320,家具有自己的循環，不是大樓規範。 扶手根45,EN 1728 / BIFMA X5.1 / Eckelman,test
F03-0321,F03_0321.jpg,年輪與受力 · 白橡導管 321,力順著紋走，橫紋是弱向。 白橡導管,Hoadley Understanding Wood / FPL Wood Handbook,rings
F03-0322,F03_0322.jpg,含水率 · 橡膠木均質 322,8-12% 對應室內平衡含水，不是隨便寫。 橡膠木均質,Hoadley Understanding Wood / FPL Wood Handbook,mc
F03-0323,F03_0323.jpg,接合面積 · 松木20mm 323,膠線與榫肩才是節點，釘子只是夾緊。 松木20mm,Eckelman Furniture Strength / Rogowski Joinery,joint
F03-0324,F03_0324.jpg,力流 · 山毛櫸移動 324,進、出、最窄。斷在最窄。 山毛櫸移動,Hibbeler Mechanics of Materials / Gordon Structures,load
