id,file,title,teaches,foundation,family
F02-0213,F02_0213.jpg,倒圓 133,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0214,F02_0214.jpg,木色家族 134,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0215,F02_0215.jpg,場景尺度 135,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0216,F02_0216.jpg,控制線 136,先有線，再有面。,Ching Form Space and Order,form-line
F02-0217,F02_0217.jpg,比例校核 137,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0218,F02_0218.jpg,倒圓 138,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0219,F02_0219.jpg,木色家族 139,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0220,F02_0220.jpg,場景尺度 140,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0221,F02_0221.jpg,控制線 141,先有線，再有面。,Ching Form Space and Order,form-line
F02-0222,F02_0222.jpg,比例校核 142,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0223,F02_0223.jpg,倒圓 143,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0224,F02_0224.jpg,木色家族 144,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0225,F02_0225.jpg,場景尺度 145,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0226,F02_0226.jpg,控制線 146,先有線，再有面。,Ching Form Space and Order,form-line
F02-0227,F02_0227.jpg,比例校核 147,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0228,F02_0228.jpg,倒圓 148,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0229,F02_0229.jpg,木色家族 149,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0230,F02_0230.jpg,場景尺度 150,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0231,F02_0231.jpg,控制線 151,先有線，再有面。,Ching Form Space and Order,form-line
F02-0232,F02_0232.jpg,比例校核 152,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0233,F02_0233.jpg,倒圓 153,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0234,F02_0234.jpg,木色家族 154,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0235,F02_0235.jpg,場景尺度 155,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0236,F02_0236.jpg,控制線 156,先有線，再有面。,Ching Form Space and Order,form-line
F02-0237,F02_0237.jpg,比例校核 157,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0238,F02_0238.jpg,倒圓 158,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0239,F02_0239.jpg,木色家族 159,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0240,F02_0240.jpg,場景尺度 160,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0241,F02_0241.jpg,控制線 161,先有線，再有面。,Ching Form Space and Order,form-line
F02-0242,F02_0242.jpg,比例校核 162,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0243,F02_0243.jpg,倒圓 163,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0244,F02_0244.jpg,木色家族 164,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0245,F02_0245.jpg,場景尺度 165,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0246,F02_0246.jpg,控制線 166,先有線，再有面。,Ching Form Space and Order,form-line
F02-0247,F02_0247.jpg,比例校核 167,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0248,F02_0248.jpg,倒圓 168,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0249,F02_0249.jpg,木色家族 169,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0250,F02_0250.jpg,場景尺度 170,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0251,F02_0251.jpg,控制線 171,先有線，再有面。,Ching Form Space and Order,form-line
F02-0252,F02_0252.jpg,比例校核 172,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0253,F02_0253.jpg,倒圓 173,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0254,F02_0254.jpg,木色家族 174,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0255,F02_0255.jpg,場景尺度 175,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0256,F02_0256.jpg,控制線 176,先有線，再有面。,Ching Form Space and Order,form-line
F02-0257,F02_0257.jpg,比例校核 177,三個矩形並置，看誰在搶。,Wong Principles of Form / Rams Less but Better,form-prop
F02-0258,F02_0258.jpg,倒圓 178,手觸與結構圓角不是同一個 R。,Pye Workmanship / Norman Everyday Things,form-radius
F02-0259,F02_0259.jpg,木色家族 179,同批對色，避免左右殼色差。,Itten Art of Color / Albers Interaction of Color,form-color
F02-0260,F02_0260.jpg,場景尺度 180,家具必須讓出路。,Ching Interior Design Illustrated / Alexander Pattern Language,form-scene
F02-0261,F02_0261.jpg,浪形椅接地線 01,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0262,F02_0262.jpg,負空間是否可讀 02,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0263,F02_0263.jpg,扶手開口正視 03,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0264,F02_0264.jpg,木布分模退唇 04,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0265,F02_0265.jpg,花座五瓣節奏 05,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0266,F02_0266.jpg,掛鉤 120° 陣列 06,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0267,F02_0267.jpg,熊牌尺度 07,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0268,F02_0268.jpg,繪圖櫃 R180 家族 08,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0269,F02_0269.jpg,層板外伸當把手 09,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0270,F02_0270.jpg,兒童 vs 成人視線 10,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0271,F02_0271.jpg,客廳走道 900 11,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0272,F02_0272.jpg,玄關短掛 12,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0273,F02_0273.jpg,酒店大堂尺度 13,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0274,F02_0274.jpg,觸覺先於照片 14,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0275,F02_0275.jpg,少即是清楚 15,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0276,F02_0276.jpg,浪形椅接地線 16,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0277,F02_0277.jpg,負空間是否可讀 17,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0278,F02_0278.jpg,扶手開口正視 18,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0279,F02_0279.jpg,木布分模退唇 19,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0280,F02_0280.jpg,花座五瓣節奏 20,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0281,F02_0281.jpg,掛鉤 120° 陣列 21,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0282,F02_0282.jpg,熊牌尺度 22,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0283,F02_0283.jpg,繪圖櫃 R180 家族 23,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0284,F02_0284.jpg,層板外伸當把手 24,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0285,F02_0285.jpg,兒童 vs 成人視線 25,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0286,F02_0286.jpg,客廳走道 900 26,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0287,F02_0287.jpg,玄關短掛 27,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0288,F02_0288.jpg,酒店大堂尺度 28,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0289,F02_0289.jpg,觸覺先於照片 29,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0290,F02_0290.jpg,少即是清楚 30,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0291,F02_0291.jpg,浪形椅接地線 31,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0292,F02_0292.jpg,負空間是否可讀 32,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0293,F02_0293.jpg,扶手開口正視 33,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0294,F02_0294.jpg,木布分模退唇 34,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0295,F02_0295.jpg,花座五瓣節奏 35,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0296,F02_0296.jpg,掛鉤 120° 陣列 36,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0297,F02_0297.jpg,熊牌尺度 37,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0298,F02_0298.jpg,繪圖櫃 R180 家族 38,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0299,F02_0299.jpg,層板外伸當把手 39,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0300,F02_0300.jpg,兒童 vs 成人視線 40,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0301,F02_0301.jpg,客廳走道 900 41,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0302,F02_0302.jpg,玄關短掛 42,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0303,F02_0303.jpg,酒店大堂尺度 43,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0304,F02_0304.jpg,觸覺先於照片 44,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0305,F02_0305.jpg,少即是清楚 45,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0306,F02_0306.jpg,浪形椅接地線 46,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0307,F02_0307.jpg,負空間是否可讀 47,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0308,F02_0308.jpg,扶手開口正視 48,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0309,F02_0309.jpg,木布分模退唇 49,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0310,F02_0310.jpg,花座五瓣節奏 50,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0311,F02_0311.jpg,掛鉤 120° 陣列 51,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0312,F02_0312.jpg,熊牌尺度 52,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0313,F02_0313.jpg,繪圖櫃 R180 家族 53,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0314,F02_0314.jpg,層板外伸當把手 54,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0315,F02_0315.jpg,兒童 vs 成人視線 55,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0316,F02_0316.jpg,客廳走道 900 56,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0317,F02_0317.jpg,玄關短掛 57,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0318,F02_0318.jpg,酒店大堂尺度 58,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0319,F02_0319.jpg,觸覺先於照片 59,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0320,F02_0320.jpg,少即是清楚 60,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0321,F02_0321.jpg,浪形椅接地線 61,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0322,F02_0322.jpg,負空間是否可讀 62,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0323,F02_0323.jpg,扶手開口正視 63,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0324,F02_0324.jpg,木布分模退唇 64,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0325,F02_0325.jpg,花座五瓣節奏 65,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0326,F02_0326.jpg,掛鉤 120° 陣列 66,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0327,F02_0327.jpg,熊牌尺度 67,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0328,F02_0328.jpg,繪圖櫃 R180 家族 68,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0329,F02_0329.jpg,層板外伸當把手 69,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0330,F02_0330.jpg,兒童 vs 成人視線 70,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0331,F02_0331.jpg,客廳走道 900 71,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0332,F02_0332.jpg,玄關短掛 72,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0333,F02_0333.jpg,酒店大堂尺度 73,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0334,F02_0334.jpg,觸覺先於照片 74,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0335,F02_0335.jpg,少即是清楚 75,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
F02-0336,F02_0336.jpg,浪形椅接地線 76,對現有 SKU 做外型複查。,Ching Form Space and Order,form-line
F02-0337,F02_0337.jpg,負空間是否可讀 77,對現有 SKU 做外型複查。,Pye Nature of Workmanship,form-line
F02-0338,F02_0338.jpg,扶手開口正視 78,對現有 SKU 做外型複查。,Rams Less but Better,form-line
F02-0339,F02_0339.jpg,木布分模退唇 79,對現有 SKU 做外型複查。,Postell Furniture Design,form-line
F02-0340,F02_0340.jpg,花座五瓣節奏 80,對現有 SKU 做外型複查。,Pallasmaa Eyes of the Skin,form-line
